file|collection|title|subtitle|description|extent|issued|subjects|author|geo_location
1982_thistle|thistle|The Thistle 1982|||328 pages;book|1982-01-01T00:00:00|College Yearbooks|Carnegie-Mellon University|Carnegie-Mellon University
