parent,pagename,weight,file
Paged/1982_THISTLE,Paged/1982_THISTLE/45,45,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_45.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/46,46,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_46.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/47,47,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_47.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/48,48,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_48.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/49,49,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_49.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/50,50,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_50.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/51,51,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_51.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/52,52,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_52.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/53,53,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_53.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/54,54,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_54.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/55,55,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_55.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/56,56,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_56.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/57,57,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_57.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/58,58,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_58.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/59,59,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_59.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/60,60,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_60.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/61,61,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_61.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/62,62,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_62.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/63,63,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_63.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/64,64,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_64.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/65,65,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_65.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/66,66,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_66.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/67,67,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_67.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/68,68,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_68.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/69,69,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_69.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/70,70,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_70.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/71,71,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_71.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/72,72,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_72.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/73,73,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_73.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/74,74,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_74.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/75,75,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_75.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/76,76,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_76.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/77,77,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_77.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/78,78,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_78.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/79,79,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_79.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/80,80,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_80.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/81,81,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_81.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/82,82,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_82.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/83,83,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_83.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/84,84,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_84.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/85,85,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_85.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/86,86,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_86.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/87,87,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_87.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/88,88,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_88.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/89,89,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_89.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/90,90,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_90.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/91,91,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_91.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/92,92,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_92.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/93,93,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_93.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/94,94,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_94.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/95,95,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_95.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/96,96,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_96.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/97,97,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_97.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/98,98,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_98.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/99,99,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_99.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/100,100,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_100.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/101,101,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_101.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/102,102,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_102.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/103,103,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_103.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/104,104,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_104.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/105,105,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_105.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/106,106,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_106.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/107,107,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_107.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/108,108,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_108.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/109,109,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_109.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/110,110,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_110.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/111,111,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_111.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/112,112,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_112.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/113,113,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_113.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/114,114,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_114.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/115,115,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_115.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/116,116,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_116.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/117,117,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_117.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/118,118,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_118.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/119,119,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_119.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/120,120,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_120.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/121,121,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_121.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/122,122,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_122.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/123,123,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_123.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/124,124,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_124.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/125,125,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_125.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/126,126,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_126.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/127,127,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_127.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/128,128,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_128.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/129,129,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_129.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/130,130,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_130.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/131,131,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_131.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/132,132,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_132.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/133,133,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_133.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/134,134,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_134.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/135,135,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_135.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/136,136,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_136.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/137,137,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_137.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/138,138,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_138.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/139,139,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_139.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/140,140,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_140.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/141,141,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_141.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/142,142,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_142.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/143,143,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_143.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/144,144,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_144.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/145,145,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_145.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/146,146,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_146.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/147,147,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_147.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/148,148,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_148.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/149,149,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_149.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/150,150,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_150.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/151,151,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_151.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/152,152,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_152.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/153,153,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_153.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/154,154,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_154.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/155,155,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_155.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/156,156,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_156.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/157,157,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_157.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/158,158,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_158.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/159,159,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_159.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/160,160,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_160.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/161,161,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_161.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/162,162,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_162.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/163,163,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_163.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/164,164,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_164.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/165,165,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_165.jpg
Paged/1982_THISTLE,Paged/1982_THISTLE/166,166,/var/www/html/drupal/web/modules/contrib/migrate_islandora_csv/data-cmu/images/thistle/1982/page_166.jpg
